id,name,group,path,time,tags,headers
"DEPLOYMENT-md:DEPLOYMENT.md","DEPLOYMENT.md","header-1","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:📄 Content","📄 Content","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:Deployment Guide","Deployment Guide","header-1","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:Prerequisites","Prerequisites","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:Pre-Deployment Checklist","Pre-Deployment Checklist","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:Deployment Steps","Deployment Steps","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:1. Set Up Secrets","1. Set Up Secrets","header-3","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:2. Deploy Each Service","2. Deploy Each Service","header-3","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:3. Verify Deployments","3. Verify Deployments","header-3","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:4. Health Checks","4. Health Checks","header-3","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:5. Monitor","5. Monitor","header-3","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"DEPLOYMENT-md:Rollback","Rollback","header-2","Projects/vishwakarma/DEPLOYMENT-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:CLOUDFLARE_ZT_SETUP.md","CLOUDFLARE_ZT_SETUP.md","header-1","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:📄 Content","📄 Content","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Cloudflare Zero Trust Setup Gu","Cloudflare Zero Trust Setup Guide","header-1","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Why Cloudflare Zero Trust?","Why Cloudflare Zero Trust?","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Step 1: Sign Up for Cloudflare","Step 1: Sign Up for Cloudflare Zero Trust","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Step 2: Configure DNS Settings","Step 2: Configure DNS Settings","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Recommended: 1.1.1.3 (Family)","Recommended: 1.1.1.3 (Family)","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Step 3: Configure Your Router","Step 3: Configure Your Router","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Find Your Router's Admin Panel","Find Your Router's Admin Panel","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Update DNS Settings","Update DNS Settings","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Alternative: Set DNS Per Devic","Alternative: Set DNS Per Device","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Step 4: Verify It's Working","Step 4: Verify It's Working","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Troubleshooting","Troubleshooting","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:DNS Not Resolving","DNS Not Resolving","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Some Ads Still Showing","Some Ads Still Showing","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Can't Access Router Admin","Can't Access Router Admin","header-3","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"CLOUDFLARE_ZT_SETUP-md:Need Help?","Need Help?","header-2","Projects/vishwakarma/CLOUDFLARE_ZT_SETUP-md.md","2026-04-08 16:51","",""
"antigravity-api-setup-html:antigravity-api-setup.html","antigravity-api-setup.html","header-1","Projects/vishwakarma/antigravity-api-setup-html.md","2026-04-08 16:51","",""
"antigravity-api-setup-html:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/antigravity-api-setup-html.md","2026-04-08 16:51","",""
"antigravity-api-setup-html:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/antigravity-api-setup-html.md","2026-04-08 16:51","",""
"antigravity-api-setup-html:📄 Content","📄 Content","header-2","Projects/vishwakarma/antigravity-api-setup-html.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:SSH_KEY_RETRIEVAL.md","SSH_KEY_RETRIEVAL.md","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:📄 Content","📄 Content","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:🔑 SSH Key Retrieval — Quick Fi","🔑 SSH Key Retrieval — Quick Fix for Resend Email Limitation","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:✅ Immediate Fix: Get SSH Key f","✅ Immediate Fix: Get SSH Key from KV","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Method 1: Using Wrangler CLI (","Method 1: Using Wrangler CLI (Fastest)","header-3","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:List all clients:","List all clients:","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Get a specific client's data:","Get a specific client's data:","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:On YOUR local machine (not the","On YOUR local machine (not the VM):","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Method 2: Query via Your Worke","Method 2: Query via Your Worker Endpoint","header-3","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:🔧 Long-term Fix: Use Secure Do","🔧 Long-term Fix: Use Secure Download Links Instead of Email Attachments","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Changes to Make in `./worker/i","Changes to Make in `./worker/index.js`:","header-3","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:🚀 Implementation Checklist","🚀 Implementation Checklist","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:📝 Command Summary","📝 Command Summary","header-2","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Replace CLIENT_ID with your ac","Replace CLIENT_ID with your actual ID (e.g., "deepak")","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"SSH_KEY_RETRIEVAL-md:Connect:","Connect:","header-1","Projects/vishwakarma/SSH_KEY_RETRIEVAL-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:agi-service-proposal.md","agi-service-proposal.md","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:📄 Content","📄 Content","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Vishwakarma AGI Service - Nemo","Vishwakarma AGI Service - NemoClaw Integration","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🤖 Concept: AI Agent as a Servi","🤖 Concept: AI Agent as a Service (AGI)","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🎯 Service Overview","🎯 Service Overview","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:What is NemoClaw?","What is NemoClaw?","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🏗️ Proposed Architecture","🏗️ Proposed Architecture","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:💡 Service Offerings","💡 Service Offerings","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Tier 1: Basic AI Assistant (Cl","Tier 1: Basic AI Assistant (Claude-Only)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Tier 2: AGI Agents (Claude + T","Tier 2: AGI Agents (Claude + Tools) ⭐ RECOMMENDED","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Tier 3: Enterprise NemoClaw (C","Tier 3: Enterprise NemoClaw (Claude + Specialized Models)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🔧 Technical Implementation","🔧 Technical Implementation","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Architecture Components","Architecture Components","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Worker Implementation (Simplif","Worker Implementation (Simplified)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Example Agent: Email Assistant","Example Agent: Email Assistant","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🎨 Frontend Dashboard","🎨 Frontend Dashboard","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Chat Interface (agi/pages/chat","Chat Interface (agi/pages/chat.html)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🚀 Integration with Existing Se","🚀 Integration with Existing Services","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Add to Platform Dashboard (pag","Add to Platform Dashboard (pages/dashboard/index.html)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:💰 Revenue Model","💰 Revenue Model","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Pricing Structure","Pricing Structure","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Revenue Projections (50 client","Revenue Projections (50 clients)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Your Costs (Anthropic API)","Your Costs (Anthropic API)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🔐 Security & Privacy","🔐 Security & Privacy","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Data Handling","Data Handling","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:API Keys","API Keys","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:📋 Implementation Checklist","📋 Implementation Checklist","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Phase 1: MVP (2-3 weeks)","Phase 1: MVP (2-3 weeks)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Phase 2: Agent Platform (4-6 w","Phase 2: Agent Platform (4-6 weeks)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Phase 3: Enterprise Features (","Phase 3: Enterprise Features (8+ weeks)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🎯 Go-to-Market Strategy","🎯 Go-to-Market Strategy","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:1. Beta Launch (Month 1)","1. Beta Launch (Month 1)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:2. Soft Launch (Month 2-3)","2. Soft Launch (Month 2-3)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:3. Scale (Month 4+)","3. Scale (Month 4+)","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🔗 Integration with Existing Se","🔗 Integration with Existing Services","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Cross-Sell Opportunities","Cross-Sell Opportunities","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🚀 Quick Start (MVP)","🚀 Quick Start (MVP)","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Deploy in 1 Hour","Deploy in 1 Hour","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:1. Create service structure","1. Create service structure","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:2. Create worker","2. Create worker","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:3. Copy worker code (from abov","3. Copy worker code (from above)","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:4. Create wrangler.toml","4. Create wrangler.toml","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:5. Set API key secret","5. Set API key secret","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:6. Deploy","6. Deploy","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:7. Create simple chat UI","7. Create simple chat UI","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:8. Deploy pages to Cloudflare ","8. Deploy pages to Cloudflare Pages","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:Done!","Done!","header-1","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:💡 Unique Selling Points","💡 Unique Selling Points","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🎯 Decision: Should You Build T","🎯 Decision: Should You Build This?","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:✅ YES, if:","✅ YES, if:","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:⚠️ MAYBE, if:","⚠️ MAYBE, if:","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:❌ NO, if:","❌ NO, if:","header-3","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:🎨 What I Recommend","🎨 What I Recommend","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"agi-service-proposal-md:📊 Summary","📊 Summary","header-2","Projects/vishwakarma/agi-service-proposal-md.md","2026-04-08 16:51","",""
"restore-html:restore.html","restore.html","header-1","Projects/vishwakarma/restore-html.md","2026-04-08 16:51","",""
"restore-html:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/restore-html.md","2026-04-08 16:51","",""
"restore-html:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/restore-html.md","2026-04-08 16:51","",""
"restore-html:📄 Content","📄 Content","header-2","Projects/vishwakarma/restore-html.md","2026-04-08 16:51","",""
"FEATURES-md:FEATURES.md","FEATURES.md","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:📄 Content","📄 Content","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Vishwakarma Features Guide","Vishwakarma Features Guide","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:1. Swarm Orchestration","1. Swarm Orchestration","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Get swarm status","Get swarm status","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Execute single task","Execute single task","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Execute workflow","Execute workflow","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Available Topologies","Available Topologies","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:2. Deployment Agents","2. Deployment Agents","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:List all agents","List all agents","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Get specific agent","Get specific agent","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Agent Details","Agent Details","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:3. MLE-STAR Workflow","3. MLE-STAR Workflow","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Run ML optimization","Run ML optimization","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Run auto-agent (automatic agen","Run auto-agent (automatic agent selection)","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Run custom workflow","Run custom workflow","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:4. RBAC (Role-Based Access Con","4. RBAC (Role-Based Access Control)","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Roles","Roles","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:List roles","List roles","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Check permission","Check permission","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Create session","Create session","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Response includes token for su","Response includes token for subsequent requests","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:5. SSO Integration","5. SSO Integration","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup SSO","Setup SSO","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Login flow redirects to Google","Login flow redirects to Google OAuth","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:After successful auth, creates","After successful auth, creates session automatically","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:6. Whitelabeling","6. Whitelabeling","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:What it does","What it does","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Setup","Setup","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Usage","Usage","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Get default theme","Get default theme","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Get client theme","Get client theme","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Set client theme","Set client theme","header-1","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Theme Variables","Theme Variables","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Environment Variables Summary","Environment Variables Summary","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Troubleshooting","Troubleshooting","header-2","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Swarm execution fails","Swarm execution fails","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:RBAC returns unauthorized","RBAC returns unauthorized","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:SSO login fails","SSO login fails","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:Whitelabel not applying","Whitelabel not applying","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"FEATURES-md:MLE-STAR times out","MLE-STAR times out","header-3","Projects/vishwakarma/FEATURES-md.md","2026-04-08 16:51","",""
"rbac-js:rbac.js","rbac.js","header-1","Projects/vishwakarma/rbac-js.md","2026-04-08 16:51","",""
"rbac-js:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/rbac-js.md","2026-04-08 16:51","",""
"rbac-js:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/rbac-js.md","2026-04-08 16:51","",""
"rbac-js:📄 Content","📄 Content","header-2","Projects/vishwakarma/rbac-js.md","2026-04-08 16:51","",""
"download-html:download.html","download.html","header-1","Projects/vishwakarma/download-html.md","2026-04-08 16:51","",""
"download-html:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/download-html.md","2026-04-08 16:51","",""
"download-html:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/download-html.md","2026-04-08 16:51","",""
"download-html:📄 Content","📄 Content","header-2","Projects/vishwakarma/download-html.md","2026-04-08 16:51","",""
"agents-js:agents.js","agents.js","header-1","Projects/vishwakarma/agents-js.md","2026-04-08 16:51","",""
"agents-js:📋 Metadata","📋 Metadata","header-2","Projects/vishwakarma/agents-js.md","2026-04-08 16:51","",""
"agents-js:🔗 Related Files","🔗 Related Files","header-2","Projects/vishwakarma/agents-js.md","2026-04-08 16:51","",""
"agents-js:📄 Content","📄 Content","header-2","Projects/vishwakarma/agents-js.md","2026-04-08 16:51","",""
"audit-v2-html:audit-v2.html","audit-v2.html","header-1","Projects/vishwakarma/audit-v2-html.md","2026-04-08 16:51","",""
